ID,Date,Location,Tweet,Quoted Tweet Text
1325428986302787585,2020-11-08 13:24:30,日本 東京,"患者
(陽性)
宮城県 コロナ 
(感染者)
名取市 コロナ
(ニュース)
集団感染

【宮城県　名取市の飲食店に滞在していた5人が新型コロナウイルスに感染　クラスター発生】
11月8日、宮城県内では13人の感染が判明しました。
このうち5人は名取市の飲食店に滞在していたようです。
https://t.co/YBsO4IFZUk",
1325429096730423296,2020-11-08 13:24:56,TOKYO,"引き際が悪い(往生際が悪い)人…

(スラップ)訴訟を連発する人…

倫理観の無い人…

最近、日米でよく見かけますね😔

私たちは COVID-19 と闘い続けましょう。

言い忘れていましたが…人体実験（感染実験)二日目、本日は約32,000人が参加😢

ふ・ざ・け・る・な💢 https://t.co/Mih4WC25yh","東京ドーム人体実験(感染実験)、本当に　やりやがった（言い過ぎ御免）💢

本日も決行とのこと（実数は2万7千人で3万4千人に及ばなかったことが救い）😱

ごく一部の御用医師・専門家、ヨイショ軍団、ネトウヨ以外…

日本中のまともな医師・専門家、全員反対💢👎🏻🙅🏻🙅🏻‍♀️

ふ・ざ・け・る・な💢💢 https://t.co/kPZEmLS8Cc"
1325429112236695553,2020-11-08 13:25:00,東京,日本語のツィッターには「不正があっただろう」のような声がありますが、アメリカではトランプ関係者以外には誰もそんなことを言っていません。右寄りのWSJのこの記事によると、選挙の運営は非常にスムーズで選挙の合法性を疑うような大きな問題がなかったそうです。https://t.co/rXI3lhoxaF,
1325429116749799425,2020-11-08 13:25:01,"Tokyo,Japan",のように、まったく異なる種類の免疫反応に属するサイトカインも登場していることがわかりました。そのため、重症の場合、免疫系は混乱しているように見え、あらゆる種類のサイトカインを生成し、それが何らかの嵐を引き起こしています。COVID-19は、典型的なサイトカインストームから始まり、その後、,
1325429157082263552,2020-11-08 13:25:10,"Tokyo,Japan","その後、さまざまな種類の竜巻やハリケーン、およびあらゆる種類の誤った免疫反応にまで及ぶ可能性があると思います。

Long COVID を説明するために3つの仮説を持っていますが、それはこれらの組み合わせである可能性もあります。最初の仮説は、ウイルスの貯蔵庫がどこかに隠れており、定期的に活性化",
1325429231724060673,2020-11-08 13:25:28,山梨県,"感染してしまって当たり前と思われるような行動を取らないようにしましょう
コロナは今後の自分の人生をも脅かすウイルスです
自分にとっても他人に対しても無責任な行動は取るべきではありません

#コロナ #コロナウイルス #コロナウィルス #新型肺炎 #山梨県 #山梨
https://t.co/k9z7BQUA6B",
1325429281598500865,2020-11-08 13:25:40,"Tokyo,Japan","自己反応性のT細胞およびB細胞を誘発しています。私たちは、これらの可能性のどれが正しいかを理解しようとしています。しかし、おそらくこれらすべてが同時に起こっています。

COVIDに感染して亡くなった患者の剖検報告の結果です。剖検に関して、""long-haulers"" からの洞察はあまりありません。",
1325429291211841538,2020-11-08 13:25:42,日本,"感染者数の推移
7日平均は微増の曲線を描いていますが、ちょっと変です。
棒グラフと見比べても平均曲線が明らかに低すぎ。
https://t.co/A0gTuV8nIC https://t.co/DFa2FGncyr",
1325429306655338496,2020-11-08 13:25:46,日本,"別のサイトから同じグラフです。
国内感染者は明らかに急増フェーズに入っているように見えます。
https://t.co/W4cuSrQtYW https://t.co/0cRs4yKQKb",
1325429338817220608,2020-11-08 13:25:54,千葉 習志野市,ナゴコスへご参加予定の方はご登録よろしくお願いいたします☺️💓もう来週だねー！楽しみ！ https://t.co/IJWUl8K1Jd,"【ナゴコス9全参加者の皆様へ】
ナゴコス9は会場からの要請により新型コロナウイルス感染症対策の為、
全来場者情報の登録が必須となっています。

三密回避のため、下記URLにある「ご来場者様情報入力ページ」から、
情報登録を事前にして頂くようお願い申し上げます。
https://t.co/nPibMRwXab"
1325429377824223232,2020-11-08 13:26:03,"Lilongwe, Malawi",いま、NHKでAIを使って世界中で執筆されたCOVID-19に関する英語論文を分析するというのを放送していて、マスク着用に関する検証結果が興味深かった。マスク着用により感染を防げるだけではなく、感染しても重症化を少なくし、さらに摂取ウイルスが微量なため免疫を作ることができるというもの。,
1325429389551546368,2020-11-08 13:26:06,Japan,"ただの風邪とは大違いのCOVID-19。SARS-CoV-2の受容体であるACE2は脳を含めて全身に存在。それが全身症状、様々な症状が出る大きな要因。
#NHKスペシャル https://t.co/dPdFdcF93I",
1325429393628389380,2020-11-08 13:26:07,"Tokyo,Japan",どうかを理解するためには自己抗原を特定する必要があります。多くのグループが取り組んでいることは知っていますが、現在、COVID曝露と、これらのタイプの炎症性疾患を引き起こす可能性のある自己抗体、自己反応性T細胞の発生との関係はよくわかりません。したがって、原因抗原の特定が鍵となります。,
1325429395322888192,2020-11-08 13:26:07,Japan,いま、NHKでAIを使って世界中で執筆されたCOVID-19に関する英語論文を分析するというのを放送していて、マスク着用に関する検証結果が興味深かった。マスク着用により感染を防げるだけではなく、感染しても重症化を少なくし、さらに摂取ウイルスが微量なため免疫を作ることができるというもの。,
1325429475568349184,2020-11-08 13:26:26,東京都新宿区,"アメリカの対策が良いとは言えんが、G20で見ても人口当たりの死者数は似たような国けっこうあるので

新型コロナウイルス感染者数・死者数のトラジェクトリー解析(G20)
https://t.co/wOr2RlP315",
1325429477019537409,2020-11-08 13:26:27,Kyoto Japan,"【☕️ #珈琲と宇宙_CREEK版ワンドロワンライ 🚀】
第5回は11月15日(日)開催！
お題は『エスケープ』。
色んな物事から逃げ出したいCREEK、
そして少しだけPandemic Specialを意識したプレイリストです🏃💨
https://t.co/k6hgpnFWn0",
1325429505092067334,2020-11-08 13:26:33,しぞーか県,"【速報　新型コロナ】伊豆の国市6人、藤枝市、湖西市、浜松市各2人、沼津市　静岡県新たに13人の感染確認 - LOOK#ニュース #コロナ https://t.co/qedi0qvL4s",
1325429544665313280,2020-11-08 13:26:43,日本  北海道,"これでもGOTOしますか❓
命に関わる事よりも自分の欲を発散させますか❓
#コードロジー
#聖三活動 https://t.co/7URkRpq7Fo",【本気で止めないと大変なことになる】1日の死者が9084人と９千人を超え最多の欧米で流行の20AEU1はスパイクタンパク質の222番のアミノ酸変異など、これまでの交叉免疫が効きにくく。従来の対応では止まらない変異ウィルスの大拡大が日本に入り込む危険性が高い。https://t.co/8vSSvQ3PW0
1325429549014736897,2020-11-08 13:26:44,東京都,"11月8日時点、合計97,197名。新たに736名退院！
On 11/8, totally 97,197 patients have been released from hospitals in Japan until this day.
Today, 736 patients have newly left hospital！
#医療従事者にエールを 
#新型肺炎
#新型コロナ
#covid19
#coronavirus",
1325429567964672005,2020-11-08 13:26:48,東京都渋谷区道玄坂2-19-3,"コロナで売上が激減の#キャバクラ オーナー様、今こそ店舗の課題に取り組みませんか？コロナ終息後、最低限の人件費で最高のパフォーマンスに繋げるお手伝いを致します。お気軽にお問合せ下さい。
https://t.co/JAXY8SivVG
#自粛
#コロナ
#キャバクラ
#ホストクラブ
#クラブ
#水商売
#風俗　
#ホステス",
1325429646238777346,2020-11-08 13:27:07,"Sydney, Australia",致死率30%超、スーパー耐性菌がコロナの陰で流行拡大の恐れ https://t.co/3GXzHInd2W COVID-19が世界的に猛威を振るうなかあらゆる薬剤に耐性を持つこともあるスーパー（超多剤）耐性菌カンジダ・アウリスの感染が一部で拡大…特に院内感染で広がりやすく…コロナ患者であふれる医療現場に大きな負担…,
1325429667835248640,2020-11-08 13:27:12,Osaka JAPAN,"起死回生!!
一発逆転!!立て直しセッション☆
https://t.co/hyHiOWD1Hj

#コロナ #経営者 #起業 #転職 #解雇 #人間関係  #恋愛 #結婚 #婚活 #占い #手相 #オラクルカード #悩み #仕事 #就職 #就活 #亀智美 #大阪 #神戸 #スポニチ #BASEec",
1325429811003576320,2020-11-08 13:27:46,神奈川県 関東地方,バイデン COVID-19の挑戦は、科学に対する国の信頼を回復することです。 https://t.co/Jp0RH3zPcM,Biden's real COVID-19 challenge will be restoring a nation's trust in science https://t.co/0XTgmOecmY
1325429820881186817,2020-11-08 13:27:49,日本 ,"・238例目は80代女性
・239,240例目は90代女性
で、3人とも231例目の濃厚接触者
・241例目は80代女性で231例目の接触者です。

それぞれの概要は、230-233例目の続報とあわせて、こちら▼をご覧ください。(2/2)

#新型コロナ #山梨県

https://t.co/k2QrsHs2QP",
1325429843157151746,2020-11-08 13:27:54,日本 兵庫,統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325429873150631937,2020-11-08 13:28:01,東京,統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325429903605428224,2020-11-08 13:28:08,大阪,"これでもGOTOしますか❓
命に関わる事よりも自分の欲を発散させますか❓
#コードロジー
#聖三活動 https://t.co/7URkRpq7Fo",【本気で止めないと大変なことになる】1日の死者が9084人と９千人を超え最多の欧米で流行の20AEU1はスパイクタンパク質の222番のアミノ酸変異など、これまでの交叉免疫が効きにくく。従来の対応では止まらない変異ウィルスの大拡大が日本に入り込む危険性が高い。https://t.co/8vSSvQ3PW0
1325429927160680449,2020-11-08 13:28:14,santa clala,統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325429997931122688,2020-11-08 13:28:31,日本北海道滝川市,統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325429998564511744,2020-11-08 13:28:31,Japan,"UFC総帥ダナホワイトコロナ禍懸念語る パンデミックによる世界各地の小規模MMA団体大会数減少による若手ファイター試合経験不足問題が来年再来年現実問題になりその痛みを被るだろうと…
UFC will 'feel the pain' of the coronavirus pandemic says Dana White https://t.co/nayd9oNAuS",
1325430086057619459,2020-11-08 13:28:52,北海道,"これ、地震速報知みたいなもんです。
人工呼吸器を必要とする重症covidが当院過去最高です。",
1325430133298098186,2020-11-08 13:29:03,山梨県,"かといって疑心暗鬼になり体調不良というだけでその人を疑っていれば人間関係を壊してしまいます
皆で力を合わせて励まし合って意識を高めあってコロナ拡大を食い止めましょう！

#コロナ #コロナウイルス #コロナウィルス #新型肺炎 #山梨県 #山梨
https://t.co/k9z7BQUA6B",
1325430146178842625,2020-11-08 13:29:06,"Aichi,Japan",統計を見る限り、人口あたりでアメリカのコロナ死者はイギリス、スペイン、フランス、イタリア、ブラジル、アルゼンチン、メキシコといった国々と大差はないです。 https://t.co/ZUsDcdnyRc https://t.co/TjrvrdEXnf,コロナ対策でトランプ以下の結果しか出せない人はそうそういないと思うよ。あっという間に20万人死なせたんだから⊂((・x・))⊃
1325430233357381634,2020-11-08 13:29:27,"Shizuoka, Japan","レイシストがマイノリティを公の場で声高に罵り、それを恥じないばかりか、賛同するする輩が多数湧いてきて、更にマイノリティを罵倒する。

こんな世の中は終わって欲しい。

米国大統領選の争点の一つで、バイデン氏勝利で良い方向に向かうだろう。

COVID-19 との闘い同様に、日本では難しい…😢",
1325430379071860736,2020-11-08 13:30:02,東京,いま、NHKでAIを使って世界中で執筆されたCOVID-19に関する英語論文を分析するというのを放送していて、マスク着用に関する検証結果が興味深かった。マスク着用により感染を防げるだけではなく、感染しても重症化を少なくし、さらに摂取ウイルスが微量なため免疫を作ることができるというもの。,
1325430381311479809,2020-11-08 13:30:02,"Tokyo,Japan",香川 新型コロナ  高松で2人感染確認 県内計107人に #新型肺炎 #コロナ #新型コロナ #新型コロナウイルス #COVID19 #うちで過ごそう #感染時に備えよう #戦う相手は人ではなくウイルス https://t.co/US5XevKDoN,
1325430382456496128,2020-11-08 13:30:03,"Tokyo,Japan",和歌山 新型コロナ  2人感染確認 県内計288人に #新型肺炎 #コロナ #新型コロナ #新型コロナウイルス #COVID19 #うちで過ごそう #感染時に備えよう #戦う相手は人ではなくウイルス https://t.co/5UMBAy1SVw,
1325430383370883074,2020-11-08 13:30:03,"Tokyo,Japan",埼玉 新型コロナ  新たに45人感染確認 県内計6243人に #新型肺炎 #コロナ #新型コロナ #新型コロナウイルス #COVID19 #うちで過ごそう #感染時に備えよう #戦う相手は人ではなくウイルス https://t.co/xn8NyjHKVm,
1325430384314572808,2020-11-08 13:30:03,"Tokyo,Japan",宮城 新型コロナ  新たに5人感染確認 県内計857人に #新型肺炎 #コロナ #新型コロナ #新型コロナウイルス #COVID19 #うちで過ごそう #感染時に備えよう #戦う相手は人ではなくウイルス https://t.co/oW8zyIafhj,
1325430385203818496,2020-11-08 13:30:03,"Tokyo,Japan",熊本 新型コロナ  新たに7人感染確認 県内延べ854人に #新型肺炎 #コロナ #新型コロナ #新型コロナウイルス #COVID19 #うちで過ごそう #感染時に備えよう #戦う相手は人ではなくウイルス https://t.co/wvXArF484r,
1325430407777587200,2020-11-08 13:30:09,Tokyo Japan,いま、NHKでAIを使って世界中で執筆されたCOVID-19に関する英語論文を分析するというのを放送していて、マスク着用に関する検証結果が興味深かった。マスク着用により感染を防げるだけではなく、感染しても重症化を少なくし、さらに摂取ウイルスが微量なため免疫を作ることができるというもの。,
1325430448273682434,2020-11-08 13:30:18,"Texas, USA",米大統領選で当選が確実な状況になってきたジョー・バイデン元副大統領が、取り組むべき問題のひとつとして気候変動を挙げている。ここまで長かった。何十年遅れてんだって感じだけど、遅すぎることはない。ちなみに、他に挙げている構造的な人種差別と気候変動をあわせると、気候正義になります。 https://t.co/1lSt4107UN,"What is becoming clearer each hour is that record numbers of Americans — from all races, faiths, regions — chose change over more of the same. 

They have given us a mandate for action on COVID and the economy and climate change and systemic racism."
1325430463687634945,2020-11-08 13:30:22,東京都世田谷区,"予想はしていましたが。数字を見ると、でるのはため息です。日本は、このまま感染蔓延を放置していくのでしょうか？
（1日の新規感染者、1000人超）

https://t.co/GJ7Aq3UgBt https://t.co/4lo5ml6RF7",
1325430489612578816,2020-11-08 13:30:28,港区元麻布,"【zozobra】

これこそ2020年の流行語に選ばれるべき。

パンデミック、暴動、選挙結果への焦燥感。当たり前の日常を一瞬にして覆した時に、この独特な不安感を表すことばとして、「Zozobra（ゾゾブラ）」という単語があてられている。

https://t.co/7d0CTGU9VZ",
1325430597968297985,2020-11-08 13:30:54,山梨県,"・238例目は80代女性
・239,240例目は90代女性
で、3人とも231例目の濃厚接触者
・241例目は80代女性で231例目の接触者です。

それぞれの概要は、230-233例目の続報とあわせて、こちら▼をご覧ください。(2/2)

#新型コロナ #山梨県

https://t.co/k2QrsHs2QP",
1325430618319040517,2020-11-08 13:30:59,福岡 北九州市,"ただの風邪とは大違いのCOVID-19。SARS-CoV-2の受容体であるACE2は脳を含めて全身に存在。それが全身症状、様々な症状が出る大きな要因。
#NHKスペシャル https://t.co/dPdFdcF93I",
1325430721532452866,2020-11-08 13:31:23,東京都区内,新型コロナウイルス（COVID-19）というものは存在していない？https://t.co/xtY66dWZRl … https://t.co/vkwy9Y0sEH,
1325430756299010049,2020-11-08 13:31:32,神奈川,食品ロス削減支援 もったいない福袋 計10種50点以上 食品詰め合わせセット 食品ロス 福袋 お得 詰め合わせ 訳あり ワケあり 在庫処分 フードロス アウトレット 食品ロス コロナ 送料無料 食品 ロス 応援 復袋 2021【11/04中身一部更新】 [楽天] https://t.co/QK65wXuIZT #rakuafl https://t.co/8vvMMXXAnj,
1325430778029764608,2020-11-08 13:31:37,日本,"【11/15 #ナゴコス 9】
イベント前半11:30~13:45 後半14:00~16:30
感染症対策の為2部制。
会場からの要請により、全来場者情報の登録必須。三密回避の為、公式HP内リンクより事前に情報登録をお願い致します。
https://t.co/nPibMRwXab
その他詳細はサイトを事前にご覧下さい。宜しくお願い致します！ https://t.co/YCFjDvniFf",
1325430801148780549,2020-11-08 13:31:42,愛知県,"@wanta80771154 わんわんさん😀
こんばんは💕
ありがとうございます🎶
やっぱり息子さんも会えないのですね😓
コロナ　早く収束して欲しいですね☘️",
1325430804080594944,2020-11-08 13:31:43,日本 東京,"さて、明日からゲーテ・インティトゥートでArts in COVID-19を始めます。初日のオープニング・トークは、ロンドン在住のキュレーター、ベッカ・ペリーフライとアーティスト本間かおりがゲスト。
https://t.co/v72R5OaSO8",
1325430872779104256,2020-11-08 13:32:00,日本国,"ʅ（◞‿◟）ʃ ヤレヤレ
逮捕に備えて荷物まとめといた方がいいと思いますけどね… https://t.co/2e7jP6jgCs","もう大統領気取り
売電は月曜日12人のメンバーでCOVID-19タスクフォースを発表する
売電は2020年の大統領選挙の勝者であるとマス塵が宣言した事を受け
ホワイトハウスの上級職員や内閣の任命を明らかにする前にタスクフォースの創設を発表
コロナVirusを優先する意図を示した
https://t.co/nXyTrsGiEv"
1325430904244772866,2020-11-08 13:32:07,関東,"＃NHKスペシャル　
新型コロナの最新研究から分かる事は、、マスクの重要性！

当分マスクを手放せない生活が続くと思うと、ちょっと憂鬱。 https://t.co/Wxw7es2J8V",新型コロナ 症状の報告 100種類以上あることが明らかに 脳や神経に関する症状も多く 世界の約20万本の研究論文をNHKがAIで分析  11月8日（日）の番組で詳しくお伝えします #nhk_news  #NHKスペシャル https://t.co/As8bT3EADw
1325430981663338496,2020-11-08 13:32:26,"London, England",デンマークで毛皮を取るために飼育中のミンクからコロナウィルスの変種が発見され、既に人間にも12人に感染している。変種はワクチンが効かない恐れも。政府は感染拡大防止のため約1500万匹のミンクの殺処分を進めている。デンマークはミンク毛皮の最大生産国。人間は勝手だ。https://t.co/PQlKjeLQ6D,
